Timestamp,	Gyro_x,	Gyro_y,	Gyro_z,	Acc_x,	Acc_y,	Acc_z,	Orie_x,	Orie_y,	Orie_z,	Orie_w,	Temp_C
15:37:06.74,	0.043,	0.131,	-0.067,	0.480,	-0.200,	-1.250,	0.001,	0.008,	-0.519,	-0.855,	7.00
15:37:06.78,	0.041,	0.120,	-0.063,	0.480,	-0.180,	-1.200,	0.001,	0.009,	-0.518,	-0.856,	7.00
15:37:06.83,	0.036,	0.117,	-0.063,	0.470,	-0.180,	-1.100,	0.001,	0.009,	-0.516,	-0.856,	7.00
15:37:06.88,	0.032,	0.113,	-0.060,	0.480,	-0.160,	-1.030,	0.001,	0.010,	-0.515,	-0.857,	7.00
15:37:06.92,	0.029,	0.102,	-0.057,	0.470,	-0.170,	-0.960,	0.001,	0.011,	-0.514,	-0.858,	7.00
15:37:06.97,	0.021,	0.092,	-0.058,	0.470,	-0.160,	-0.920,	0.001,	0.012,	-0.513,	-0.858,	7.00
15:37:07.01,	0.019,	0.079,	-0.056,	0.450,	-0.150,	-0.860,	0.001,	0.013,	-0.512,	-0.859,	7.00
15:37:07.06,	0.014,	0.072,	-0.054,	0.440,	-0.110,	-0.820,	0.001,	0.014,	-0.511,	-0.860,	7.00
15:37:07.11,	0.016,	0.066,	-0.053,	0.430,	-0.140,	-0.730,	0.001,	0.014,	-0.510,	-0.860,	7.00
15:37:07.15,	0.010,	0.074,	-0.054,	0.420,	-0.100,	-0.600,	0.001,	0.015,	-0.506,	-0.863,	7.00
15:37:07.21,	0.009,	0.071,	-0.051,	0.460,	-0.110,	-0.490,	0.002,	0.016,	-0.501,	-0.865,	7.00
15:37:07.25,	0.011,	0.068,	-0.052,	0.440,	-0.090,	-0.410,	0.002,	0.016,	-0.497,	-0.868,	7.00
15:37:07.30,	0.018,	0.063,	-0.051,	0.400,	-0.080,	-0.370,	0.001,	0.017,	-0.494,	-0.869,	7.00
15:37:07.34,	0.017,	0.061,	-0.050,	0.420,	-0.090,	-0.310,	0.001,	0.017,	-0.490,	-0.872,	7.00
15:37:07.39,	0.016,	0.060,	-0.050,	0.410,	-0.080,	-0.290,	0.001,	0.018,	-0.486,	-0.874,	7.00
15:37:07.43,	0.020,	0.068,	-0.050,	0.420,	-0.080,	-0.270,	0.001,	0.018,	-0.484,	-0.875,	7.00
15:37:07.48,	0.029,	0.074,	-0.052,	0.400,	-0.070,	-0.220,	0.001,	0.018,	-0.482,	-0.876,	7.00
15:37:07.52,	0.037,	0.087,	-0.050,	0.400,	-0.110,	-0.180,	0.001,	0.017,	-0.479,	-0.878,	7.00
15:37:07.57,	0.042,	0.096,	-0.052,	0.440,	-0.110,	-0.120,	0.001,	0.017,	-0.476,	-0.880,	7.00
15:37:07.62,	0.047,	0.102,	-0.049,	0.450,	-0.110,	-0.120,	0.000,	0.016,	-0.471,	-0.882,	7.00
15:37:07.66,	0.056,	0.108,	-0.051,	0.460,	-0.140,	-0.120,	0.000,	0.016,	-0.467,	-0.884,	7.00
15:37:07.71,	0.062,	0.119,	-0.054,	0.450,	-0.140,	-0.110,	-0.000,	0.015,	-0.464,	-0.886,	7.00
15:37:07.76,	0.069,	0.131,	-0.053,	0.470,	-0.150,	-0.140,	-0.001,	0.014,	-0.463,	-0.886,	7.00
15:37:07.81,	0.074,	0.146,	-0.053,	0.470,	-0.180,	-0.150,	-0.001,	0.012,	-0.459,	-0.888,	7.00
15:37:07.86,	0.084,	0.160,	-0.052,	0.510,	-0.190,	-0.150,	-0.001,	0.011,	-0.456,	-0.890,	7.00
15:37:07.90,	0.100,	0.178,	-0.057,	0.560,	-0.210,	-0.100,	-0.002,	0.010,	-0.453,	-0.891,	7.00
15:37:07.95,	0.111,	0.188,	-0.059,	0.550,	-0.250,	-0.100,	-0.002,	0.008,	-0.451,	-0.893,	7.00
15:37:08.00,	0.110,	0.190,	-0.057,	0.580,	-0.280,	-0.060,	-0.003,	0.007,	-0.448,	-0.894,	7.00
15:37:08.05,	0.118,	0.203,	-0.057,	0.620,	-0.300,	-0.010,	-0.003,	0.005,	-0.445,	-0.896,	7.00
15:37:08.09,	0.127,	0.216,	-0.057,	0.620,	-0.310,	0.000,	-0.003,	0.004,	-0.441,	-0.898,	7.00
15:37:08.14,	0.131,	0.229,	-0.058,	0.660,	-0.300,	0.050,	-0.004,	0.002,	-0.438,	-0.899,	7.00
15:37:08.18,	0.134,	0.238,	-0.058,	0.690,	-0.340,	0.070,	-0.004,	0.001,	-0.433,	-0.901,	7.00
15:37:08.23,	0.143,	0.248,	-0.058,	0.700,	-0.370,	0.100,	-0.005,	-0.000,	-0.428,	-0.904,	7.00
15:37:08.28,	0.152,	0.252,	-0.058,	0.730,	-0.390,	0.160,	-0.005,	-0.001,	-0.424,	-0.906,	7.00
15:37:08.33,	0.154,	0.254,	-0.057,	0.760,	-0.380,	0.200,	-0.005,	-0.002,	-0.419,	-0.908,	7.00
15:37:08.37,	0.152,	0.256,	-0.056,	0.760,	-0.410,	0.260,	-0.006,	-0.003,	-0.414,	-0.910,	7.00
15:37:08.42,	0.147,	0.258,	-0.052,	0.790,	-0.410,	0.270,	-0.006,	-0.003,	-0.408,	-0.913,	7.00
15:37:08.47,	0.148,	0.258,	-0.056,	0.800,	-0.420,	0.280,	-0.006,	-0.004,	-0.403,	-0.915,	7.00
15:37:08.51,	0.149,	0.256,	-0.051,	0.810,	-0.440,	0.280,	-0.006,	-0.004,	-0.402,	-0.916,	7.00
15:37:08.56,	0.149,	0.252,	-0.052,	0.800,	-0.440,	0.270,	-0.007,	-0.004,	-0.395,	-0.919,	7.00
15:37:08.61,	0.142,	0.242,	-0.048,	0.800,	-0.450,	0.290,	-0.007,	-0.004,	-0.389,	-0.921,	7.00
15:37:08.66,	0.139,	0.232,	-0.048,	0.820,	-0.430,	0.300,	-0.007,	-0.004,	-0.382,	-0.924,	7.00
15:37:08.71,	0.138,	0.221,	-0.046,	0.790,	-0.430,	0.310,	-0.007,	-0.004,	-0.376,	-0.927,	7.00
15:37:08.75,	0.132,	0.213,	-0.046,	0.790,	-0.450,	0.310,	-0.007,	-0.003,	-0.368,	-0.930,	7.00
15:37:08.80,	0.118,	0.198,	-0.040,	0.770,	-0.430,	0.300,	-0.007,	-0.003,	-0.360,	-0.933,	7.00
15:37:08.85,	0.111,	0.183,	-0.039,	0.750,	-0.430,	0.220,	-0.007,	-0.002,	-0.353,	-0.936,	7.00
15:37:08.90,	0.109,	0.168,	-0.039,	0.740,	-0.430,	0.190,	-0.007,	-0.001,	-0.345,	-0.939,	7.00
15:37:08.94,	0.104,	0.156,	-0.037,	0.720,	-0.440,	0.160,	-0.007,	0.000,	-0.338,	-0.941,	7.00
15:37:08.99,	0.093,	0.139,	-0.033,	0.700,	-0.410,	0.090,	-0.007,	0.001,	-0.329,	-0.944,	7.00
15:37:09.04,	0.081,	0.123,	-0.032,	0.680,	-0.400,	0.090,	-0.007,	0.002,	-0.322,	-0.947,	7.00
15:37:09.09,	0.072,	0.098,	-0.030,	0.650,	-0.420,	0.090,	-0.007,	0.004,	-0.313,	-0.950,	7.00
15:37:09.13,	0.069,	0.082,	-0.027,	0.630,	-0.390,	0.090,	-0.007,	0.005,	-0.305,	-0.952,	7.00
15:37:09.18,	0.058,	0.068,	-0.026,	0.610,	-0.380,	0.100,	-0.007,	0.007,	-0.297,	-0.955,	7.00
15:37:09.22,	0.050,	0.054,	-0.024,	0.560,	-0.360,	0.110,	-0.007,	0.008,	-0.290,	-0.957,	7.00
15:37:09.27,	0.043,	0.036,	-0.020,	0.540,	-0.360,	0.110,	-0.007,	0.010,	-0.290,	-0.957,	7.00
15:37:09.32,	0.039,	0.023,	-0.020,	0.490,	-0.360,	0.120,	-0.007,	0.011,	-0.282,	-0.959,	7.00
15:37:09.36,	0.033,	0.008,	-0.017,	0.490,	-0.340,	0.160,	-0.006,	0.013,	-0.275,	-0.961,	7.00
15:37:09.41,	0.021,	-0.009,	-0.014,	0.450,	-0.340,	0.180,	-0.006,	0.015,	-0.268,	-0.963,	7.00
15:37:09.45,	0.012,	-0.020,	-0.011,	0.400,	-0.340,	0.260,	-0.006,	0.017,	-0.261,	-0.965,	7.00
15:37:09.50,	0.007,	-0.028,	-0.010,	0.370,	-0.290,	0.250,	-0.005,	0.019,	-0.256,	-0.966,	7.00
15:37:09.54,	0.004,	-0.037,	-0.008,	0.340,	-0.280,	0.270,	-0.005,	0.021,	-0.250,	-0.968,	7.00
15:37:09.59,	0.000,	-0.043,	-0.004,	0.300,	-0.260,	0.280,	-0.004,	0.023,	-0.244,	-0.969,	7.00
15:37:09.67,	-0.013,	-0.051,	-0.002,	0.240,	-0.230,	0.230,	-0.003,	0.027,	-0.234,	-0.972,	7.00
15:37:09.72,	-0.018,	-0.054,	0.000,	0.210,	-0.210,	0.250,	-0.003,	0.029,	-0.234,	-0.972,	7.00
15:37:09.77,	-0.023,	-0.058,	0.003,	0.180,	-0.200,	0.250,	-0.002,	0.030,	-0.229,	-0.973,	7.00
15:37:09.81,	-0.022,	-0.057,	0.003,	0.130,	-0.180,	0.290,	-0.002,	0.032,	-0.224,	-0.974,	7.00
15:37:09.86,	-0.024,	-0.051,	0.007,	0.130,	-0.160,	0.250,	-0.001,	0.034,	-0.220,	-0.975,	7.00
15:37:09.91,	-0.029,	-0.047,	0.009,	0.090,	-0.150,	0.200,	-0.000,	0.035,	-0.214,	-0.976,	7.00
15:37:09.95,	-0.031,	-0.041,	0.011,	0.020,	-0.120,	0.090,	0.000,	0.036,	-0.211,	-0.977,	7.00
15:37:10.00,	-0.031,	-0.033,	0.011,	0.030,	-0.120,	0.020,	0.001,	0.037,	-0.209,	-0.977,	7.00
15:37:10.05,	-0.031,	-0.031,	0.014,	0.020,	-0.100,	-0.090,	0.002,	0.038,	-0.205,	-0.978,	7.00
15:37:10.09,	-0.032,	-0.019,	0.019,	-0.010,	-0.080,	-0.120,	0.003,	0.038,	-0.202,	-0.979,	7.00
15:37:10.14,	-0.032,	-0.010,	0.018,	-0.030,	-0.060,	-0.170,	0.004,	0.039,	-0.200,	-0.979,	7.00
15:37:10.18,	-0.029,	0.000,	0.018,	-0.010,	-0.050,	-0.210,	0.004,	0.039,	-0.198,	-0.979,	7.00
15:37:10.23,	-0.029,	0.017,	0.019,	-0.010,	-0.040,	-0.270,	0.005,	0.039,	-0.196,	-0.980,	7.00
15:37:10.28,	-0.029,	0.026,	0.023,	-0.030,	-0.030,	-0.360,	0.006,	0.038,	-0.194,	-0.980,	7.00
15:37:10.33,	-0.028,	0.040,	0.026,	-0.020,	-0.030,	-0.500,	0.007,	0.037,	-0.193,	-0.980,	7.00
15:37:10.37,	-0.028,	0.046,	0.026,	-0.020,	0.000,	-0.580,	0.008,	0.037,	-0.194,	-0.980,	7.00
15:37:10.42,	-0.024,	0.057,	0.027,	-0.010,	0.010,	-0.680,	0.009,	0.036,	-0.193,	-0.980,	7.00
15:37:10.47,	-0.023,	0.070,	0.028,	0.000,	0.030,	-0.750,	0.010,	0.034,	-0.192,	-0.981,	7.00
15:37:10.51,	-0.026,	0.087,	0.030,	0.030,	0.040,	-0.790,	0.010,	0.032,	-0.192,	-0.981,	7.00
15:37:10.56,	-0.022,	0.098,	0.030,	0.090,	0.050,	-0.810,	0.011,	0.031,	-0.192,	-0.981,	7.00
15:37:10.60,	-0.019,	0.107,	0.034,	0.120,	0.050,	-0.840,	0.012,	0.029,	-0.191,	-0.981,	7.00
15:37:10.65,	-0.022,	0.111,	0.036,	0.160,	0.050,	-0.930,	0.013,	0.026,	-0.191,	-0.981,	7.00
15:37:10.70,	-0.026,	0.113,	0.038,	0.170,	0.050,	-1.030,	0.014,	0.025,	-0.191,	-0.981,	7.00
15:37:10.74,	-0.030,	0.113,	0.040,	0.200,	0.080,	-1.180,	0.015,	0.023,	-0.190,	-0.981,	7.00
15:37:10.79,	-0.030,	0.118,	0.042,	0.210,	0.090,	-1.290,	0.016,	0.022,	-0.190,	-0.981,	7.00
15:37:10.83,	-0.030,	0.127,	0.039,	0.270,	0.100,	-1.380,	0.017,	0.020,	-0.190,	-0.982,	7.00
15:37:10.88,	-0.029,	0.131,	0.042,	0.270,	0.100,	-1.430,	0.017,	0.018,	-0.190,	-0.981,	7.00
15:37:10.93,	-0.034,	0.131,	0.046,	0.290,	0.120,	-1.530,	0.018,	0.017,	-0.190,	-0.982,	7.00
15:37:10.98,	-0.034,	0.127,	0.044,	0.310,	0.130,	-1.580,	0.019,	0.016,	-0.191,	-0.981,	7.00
15:37:11.03,	-0.036,	0.120,	0.047,	0.310,	0.150,	-1.700,	0.020,	0.015,	-0.192,	-0.981,	7.00
15:37:11.07,	-0.044,	0.112,	0.046,	0.340,	0.160,	-1.820,	0.020,	0.014,	-0.191,	-0.981,	7.00
15:37:11.12,	-0.054,	0.099,	0.049,	0.320,	0.170,	-1.930,	0.021,	0.014,	-0.191,	-0.981,	7.00
15:37:11.17,	-0.062,	0.088,	0.048,	0.310,	0.200,	-1.970,	0.022,	0.014,	-0.191,	-0.981,	7.00
15:37:11.21,	-0.062,	0.089,	0.048,	0.310,	0.210,	-2.040,	0.023,	0.014,	-0.190,	-0.981,	7.00
15:37:11.26,	-0.063,	0.084,	0.049,	0.320,	0.210,	-2.080,	0.024,	0.014,	-0.189,	-0.982,	7.00
15:37:11.30,	-0.070,	0.076,	0.049,	0.330,	0.230,	-2.090,	0.025,	0.014,	-0.187,	-0.982,	7.00
15:37:11.35,	-0.078,	0.053,	0.051,	0.310,	0.250,	-2.090,	0.025,	0.015,	-0.187,	-0.982,	7.00
15:37:11.40,	-0.083,	0.040,	0.052,	0.300,	0.280,	-2.130,	0.026,	0.016,	-0.187,	-0.982,	7.00
15:37:11.44,	-0.089,	0.026,	0.056,	0.230,	0.270,	-2.140,	0.027,	0.017,	-0.188,	-0.982,	7.00
15:37:11.49,	-0.100,	0.017,	0.056,	0.260,	0.320,	-2.150,	0.028,	0.019,	-0.188,	-0.982,	7.00
15:37:11.53,	-0.109,	0.009,	0.060,	0.230,	0.350,	-2.120,	0.029,	0.020,	-0.186,	-0.982,	7.00
15:37:11.58,	-0.118,	-0.008,	0.061,	0.200,	0.370,	-2.130,	0.031,	0.022,	-0.187,	-0.982,	7.00
15:37:11.63,	-0.119,	-0.021,	0.061,	0.190,	0.400,	-2.070,	0.032,	0.024,	-0.189,	-0.981,	7.00
15:37:11.68,	-0.122,	-0.040,	0.062,	0.130,	0.430,	-2.010,	0.033,	0.025,	-0.190,	-0.981,	7.00
15:37:11.73,	-0.130,	-0.050,	0.066,	0.110,	0.450,	-1.960,	0.034,	0.028,	-0.187,	-0.981,	7.00
15:37:11.78,	-0.140,	-0.058,	0.069,	0.080,	0.480,	-1.870,	0.035,	0.030,	-0.186,	-0.982,	7.00
15:37:11.83,	-0.148,	-0.068,	0.068,	0.060,	0.550,	-1.780,	0.037,	0.032,	-0.185,	-0.982,	7.00
15:37:11.88,	-0.159,	-0.087,	0.070,	0.010,	0.570,	-1.670,	0.039,	0.035,	-0.183,	-0.982,	7.00
15:37:11.93,	-0.164,	-0.101,	0.069,	-0.050,	0.630,	-1.540,	0.040,	0.038,	-0.182,	-0.982,	7.00
15:37:11.97,	-0.163,	-0.103,	0.072,	-0.070,	0.650,	-1.500,	0.041,	0.040,	-0.181,	-0.982,	7.00
15:37:12.02,	-0.166,	-0.099,	0.072,	-0.090,	0.660,	-1.480,	0.041,	0.042,	-0.182,	-0.982,	7.00
15:37:12.06,	-0.164,	-0.099,	0.072,	-0.130,	0.670,	-1.410,	0.041,	0.045,	-0.183,	-0.981,	7.00
15:37:12.11,	-0.171,	-0.110,	0.076,	-0.150,	0.660,	-1.400,	0.041,	0.046,	-0.183,	-0.981,	7.00
15:37:12.15,	-0.177,	-0.126,	0.077,	-0.200,	0.700,	-1.400,	0.041,	0.049,	-0.184,	-0.981,	7.00
15:37:12.20,	-0.180,	-0.126,	0.077,	-0.240,	0.690,	-1.370,	0.041,	0.050,	-0.185,	-0.981,	7.00
15:37:12.25,	-0.178,	-0.122,	0.077,	-0.280,	0.710,	-1.310,	0.041,	0.052,	-0.186,	-0.980,	7.00
15:37:12.29,	-0.181,	-0.114,	0.076,	-0.290,	0.710,	-1.310,	0.041,	0.053,	-0.188,	-0.980,	7.00
15:37:12.34,	-0.180,	-0.109,	0.079,	-0.300,	0.710,	-1.330,	0.041,	0.054,	-0.189,	-0.980,	7.00
15:37:12.39,	-0.174,	-0.107,	0.079,	-0.320,	0.700,	-1.310,	0.040,	0.055,	-0.191,	-0.979,	7.00
15:37:12.43,	-0.164,	-0.114,	0.078,	-0.340,	0.680,	-1.330,	0.040,	0.056,	-0.192,	-0.979,	7.00
15:37:12.48,	-0.163,	-0.113,	0.078,	-0.370,	0.660,	-1.370,	0.039,	0.056,	-0.193,	-0.979,	7.00
15:37:12.52,	-0.164,	-0.108,	0.080,	-0.380,	0.660,	-1.350,	0.039,	0.057,	-0.196,	-0.978,	7.00
15:37:12.57,	-0.161,	-0.097,	0.078,	-0.370,	0.660,	-1.320,	0.039,	0.057,	-0.198,	-0.978,	7.00
15:37:12.62,	-0.152,	-0.091,	0.077,	-0.390,	0.670,	-1.250,	0.038,	0.057,	-0.200,	-0.977,	7.00
15:37:12.66,	-0.149,	-0.091,	0.074,	-0.350,	0.670,	-1.230,	0.037,	0.057,	-0.202,	-0.977,	7.00
15:37:12.71,	-0.138,	-0.089,	0.076,	-0.380,	0.660,	-1.180,	0.036,	0.057,	-0.206,	-0.976,	7.00
15:37:12.76,	-0.127,	-0.084,	0.071,	-0.370,	0.620,	-1.110,	0.035,	0.057,	-0.211,	-0.975,	7.00
15:37:12.80,	-0.119,	-0.076,	0.074,	-0.370,	0.650,	-1.080,	0.035,	0.057,	-0.215,	-0.974,	7.00
15:37:12.84,	-0.114,	-0.073,	0.071,	-0.340,	0.620,	-1.040,	0.034,	0.057,	-0.222,	-0.973,	7.00
15:37:12.89,	-0.116,	-0.072,	0.068,	-0.330,	0.610,	-0.990,	0.033,	0.057,	-0.223,	-0.973,	7.00
15:37:12.93,	-0.107,	-0.076,	0.070,	-0.340,	0.590,	-0.940,	0.032,	0.057,	-0.227,	-0.972,	7.00
15:37:12.97,	-0.098,	-0.073,	0.070,	-0.310,	0.570,	-0.810,	0.031,	0.057,	-0.232,	-0.971,	7.00
15:37:13.01,	-0.093,	-0.069,	0.068,	-0.320,	0.580,	-0.780,	0.030,	0.057,	-0.237,	-0.969,	7.00
15:37:13.05,	-0.083,	-0.066,	0.066,	-0.290,	0.560,	-0.650,	0.029,	0.057,	-0.242,	-0.968,	7.00
15:37:13.09,	-0.074,	-0.062,	0.064,	-0.270,	0.560,	-0.590,	0.029,	0.057,	-0.243,	-0.968,	7.00
15:37:13.13,	-0.068,	-0.062,	0.062,	-0.280,	0.530,	-0.510,	0.027,	0.057,	-0.248,	-0.967,	7.00
15:37:13.18,	-0.063,	-0.066,	0.060,	-0.280,	0.500,	-0.450,	0.026,	0.057,	-0.254,	-0.965,	7.00
15:37:13.22,	-0.058,	-0.070,	0.061,	-0.270,	0.490,	-0.380,	0.025,	0.057,	-0.259,	-0.964,	7.00
15:37:13.27,	-0.057,	-0.073,	0.060,	-0.280,	0.490,	-0.290,	0.024,	0.058,	-0.264,	-0.963,	7.00
15:37:13.31,	-0.054,	-0.076,	0.060,	-0.290,	0.470,	-0.200,	0.023,	0.058,	-0.269,	-0.961,	7.00
15:37:13.36,	-0.048,	-0.079,	0.059,	-0.260,	0.440,	-0.100,	0.022,	0.058,	-0.275,	-0.960,	7.00
15:37:13.41,	-0.041,	-0.086,	0.059,	-0.250,	0.440,	0.000,	0.020,	0.059,	-0.280,	-0.958,	7.00
15:37:13.45,	-0.032,	-0.093,	0.054,	-0.290,	0.410,	0.030,	0.019,	0.059,	-0.285,	-0.957,	7.00
15:37:13.50,	-0.036,	-0.099,	0.056,	-0.290,	0.380,	0.050,	0.018,	0.060,	-0.290,	-0.955,	7.00
15:37:13.54,	-0.039,	-0.108,	0.057,	-0.290,	0.370,	0.090,	0.017,	0.061,	-0.291,	-0.955,	7.00
15:37:13.59,	-0.039,	-0.111,	0.058,	-0.340,	0.380,	0.100,	0.016,	0.062,	-0.297,	-0.953,	7.00
15:37:13.64,	-0.037,	-0.121,	0.057,	-0.340,	0.360,	0.130,	0.015,	0.063,	-0.303,	-0.951,	7.00
15:37:13.69,	-0.039,	-0.137,	0.059,	-0.390,	0.360,	0.150,	0.013,	0.064,	-0.308,	-0.949,	7.00
15:37:13.73,	-0.041,	-0.156,	0.058,	-0.420,	0.350,	0.150,	0.012,	0.066,	-0.314,	-0.947,	7.00
15:37:13.78,	-0.034,	-0.166,	0.056,	-0.450,	0.340,	0.160,	0.011,	0.068,	-0.320,	-0.945,	7.00
15:37:13.82,	-0.032,	-0.173,	0.054,	-0.480,	0.340,	0.190,	0.009,	0.069,	-0.325,	-0.943,	7.00
15:37:13.87,	-0.037,	-0.173,	0.059,	-0.500,	0.330,	0.170,	0.008,	0.071,	-0.332,	-0.941,	7.00
15:37:13.92,	-0.052,	-0.190,	0.058,	-0.530,	0.320,	0.220,	0.007,	0.072,	-0.337,	-0.939,	7.00
15:37:13.96,	-0.052,	-0.204,	0.061,	-0.570,	0.330,	0.270,	0.006,	0.074,	-0.343,	-0.936,	7.00
15:37:14.01,	-0.050,	-0.226,	0.060,	-0.590,	0.330,	0.300,	0.004,	0.075,	-0.348,	-0.935,	7.00
15:37:14.05,	-0.051,	-0.233,	0.058,	-0.630,	0.330,	0.360,	0.003,	0.077,	-0.355,	-0.932,	7.00
15:37:14.10,	-0.052,	-0.238,	0.058,	-0.660,	0.300,	0.390,	0.002,	0.077,	-0.356,	-0.931,	7.00
15:37:14.15,	-0.052,	-0.237,	0.058,	-0.670,	0.270,	0.380,	0.001,	0.078,	-0.362,	-0.929,	7.00
15:37:14.20,	-0.056,	-0.242,	0.061,	-0.680,	0.260,	0.420,	-0.001,	0.079,	-0.369,	-0.926,	7.00
15:37:14.24,	-0.062,	-0.254,	0.063,	-0.670,	0.260,	0.510,	-0.002,	0.080,	-0.375,	-0.923,	7.00
15:37:14.32,	-0.070,	-0.272,	0.064,	-0.700,	0.300,	0.620,	-0.004,	0.081,	-0.390,	-0.917,	7.00
15:37:14.37,	-0.062,	-0.273,	0.062,	-0.720,	0.270,	0.670,	-0.005,	0.081,	-0.397,	-0.914,	7.00
15:37:14.41,	-0.056,	-0.274,	0.061,	-0.740,	0.280,	0.710,	-0.006,	0.082,	-0.404,	-0.911,	7.00
15:37:14.46,	-0.051,	-0.269,	0.057,	-0.730,	0.210,	0.750,	-0.008,	0.081,	-0.412,	-0.908,	7.00
15:37:14.51,	-0.053,	-0.268,	0.061,	-0.740,	0.250,	0.770,	-0.009,	0.081,	-0.419,	-0.904,	7.00
15:37:14.55,	-0.054,	-0.267,	0.061,	-0.730,	0.240,	0.790,	-0.010,	0.081,	-0.427,	-0.901,	7.00
15:37:14.60,	-0.051,	-0.262,	0.059,	-0.730,	0.200,	0.810,	-0.010,	0.081,	-0.428,	-0.900,	7.00
15:37:14.65,	-0.046,	-0.260,	0.059,	-0.720,	0.210,	0.820,	-0.011,	0.081,	-0.435,	-0.897,	7.00
15:37:14.69,	-0.041,	-0.258,	0.059,	-0.730,	0.180,	0.820,	-0.013,	0.080,	-0.444,	-0.892,	7.00
15:37:14.74,	-0.027,	-0.250,	0.052,	-0.730,	0.190,	0.780,	-0.014,	0.079,	-0.451,	-0.889,	7.00
15:37:14.79,	-0.012,	-0.233,	0.050,	-0.740,	0.180,	0.770,	-0.015,	0.078,	-0.458,	-0.885,	7.00
15:37:14.83,	-0.007,	-0.220,	0.052,	-0.720,	0.130,	0.740,	-0.016,	0.077,	-0.466,	-0.881,	7.00
15:37:14.88,	-0.002,	-0.206,	0.051,	-0.700,	0.120,	0.770,	-0.017,	0.076,	-0.473,	-0.877,	7.00
15:37:14.93,	0.004,	-0.193,	0.049,	-0.680,	0.110,	0.790,	-0.018,	0.075,	-0.480,	-0.874,	7.00
15:37:14.97,	0.017,	-0.192,	0.047,	-0.660,	0.110,	0.770,	-0.020,	0.074,	-0.487,	-0.870,	7.00
15:37:15.02,	0.032,	-0.183,	0.043,	-0.680,	0.090,	0.690,	-0.021,	0.073,	-0.495,	-0.866,	7.00
15:37:15.07,	0.046,	-0.167,	0.043,	-0.660,	0.040,	0.680,	-0.022,	0.071,	-0.501,	-0.862,	7.00
15:37:15.12,	0.057,	-0.150,	0.041,	-0.650,	0.020,	0.660,	-0.023,	0.070,	-0.507,	-0.859,	7.00
15:37:15.16,	0.067,	-0.127,	0.041,	-0.610,	0.000,	0.640,	-0.024,	0.068,	-0.513,	-0.855,	7.00
15:37:15.21,	0.071,	-0.113,	0.039,	-0.610,	-0.030,	0.650,	-0.026,	0.066,	-0.520,	-0.851,	7.00
15:37:15.25,	0.081,	-0.104,	0.037,	-0.580,	-0.060,	0.650,	-0.026,	0.064,	-0.521,	-0.851,	7.00
15:37:15.30,	0.087,	-0.106,	0.033,	-0.550,	-0.080,	0.680,	-0.028,	0.063,	-0.525,	-0.848,	7.00
15:37:15.35,	0.099,	-0.091,	0.033,	-0.570,	-0.120,	0.660,	-0.029,	0.061,	-0.531,	-0.845,	7.00
15:37:15.40,	0.112,	-0.068,	0.032,	-0.510,	-0.160,	0.610,	-0.030,	0.059,	-0.536,	-0.841,	7.00
15:37:15.45,	0.121,	-0.053,	0.030,	-0.510,	-0.210,	0.610,	-0.032,	0.057,	-0.540,	-0.839,	7.00
15:37:15.49,	0.119,	-0.043,	0.030,	-0.470,	-0.220,	0.550,	-0.033,	0.055,	-0.544,	-0.837,	7.00
15:37:15.54,	0.118,	-0.039,	0.033,	-0.470,	-0.240,	0.510,	-0.034,	0.053,	-0.549,	-0.834,	7.00
15:37:15.58,	0.121,	-0.032,	0.034,	-0.450,	-0.280,	0.530,	-0.035,	0.051,	-0.551,	-0.832,	7.00
15:37:15.63,	0.127,	-0.031,	0.032,	-0.400,	-0.320,	0.500,	-0.035,	0.049,	-0.555,	-0.830,	7.00
15:37:15.68,	0.127,	-0.026,	0.032,	-0.390,	-0.350,	0.450,	-0.036,	0.047,	-0.557,	-0.829,	7.00
15:37:15.72,	0.127,	-0.020,	0.033,	-0.380,	-0.370,	0.380,	-0.036,	0.045,	-0.558,	-0.828,	7.00
15:37:15.77,	0.126,	-0.018,	0.036,	-0.360,	-0.370,	0.310,	-0.036,	0.044,	-0.559,	-0.827,	7.00
15:37:15.81,	0.124,	-0.014,	0.040,	-0.330,	-0.400,	0.240,	-0.036,	0.042,	-0.561,	-0.826,	7.00
15:37:15.86,	0.110,	-0.011,	0.042,	-0.310,	-0.410,	0.140,	-0.036,	0.040,	-0.563,	-0.825,	7.00
15:37:15.94,	0.102,	-0.017,	0.046,	-0.290,	-0.440,	0.060,	-0.035,	0.039,	-0.565,	-0.824,	7.00
15:37:15.99,	0.099,	-0.026,	0.047,	-0.270,	-0.450,	0.000,	-0.035,	0.038,	-0.566,	-0.823,	7.00
15:37:16.05,	0.096,	-0.033,	0.049,	-0.290,	-0.440,	-0.090,	-0.035,	0.037,	-0.567,	-0.822,	7.00
15:37:16.09,	0.087,	-0.033,	0.051,	-0.280,	-0.430,	-0.140,	-0.034,	0.037,	-0.569,	-0.821,	7.00
15:37:16.14,	0.086,	-0.034,	0.054,	-0.280,	-0.440,	-0.210,	-0.034,	0.037,	-0.570,	-0.820,	7.00
15:37:16.18,	0.081,	-0.032,	0.057,	-0.260,	-0.450,	-0.240,	-0.034,	0.037,	-0.571,	-0.819,	7.00
15:37:16.23,	0.068,	-0.041,	0.059,	-0.250,	-0.440,	-0.280,	-0.033,	0.037,	-0.572,	-0.819,	7.00
