Timestamp,	Gyro_x,	Gyro_y,	Gyro_z,	Acc_x,	Acc_y,	Acc_z,	Orie_x,	Orie_y,	Orie_z,	Orie_w,	Temp_C
15:31:15.29,	0.206,	-0.018,	0.283,	-0.180,	-0.680,	0.420,	0.038,	-0.034,	0.417,	0.907,	7.00
15:31:15.34,	0.196,	0.004,	0.290,	-0.170,	-0.700,	0.430,	0.037,	-0.034,	0.419,	0.907,	7.00
15:31:15.38,	0.190,	0.008,	0.289,	-0.130,	-0.690,	0.480,	0.036,	-0.033,	0.421,	0.906,	7.00
15:31:15.43,	0.187,	0.003,	0.289,	-0.090,	-0.680,	0.570,	0.036,	-0.032,	0.424,	0.904,	7.00
15:31:15.48,	0.190,	-0.009,	0.287,	-0.110,	-0.680,	0.590,	0.036,	-0.032,	0.429,	0.902,	7.00
15:31:15.52,	0.178,	-0.016,	0.287,	-0.090,	-0.670,	0.640,	0.035,	-0.032,	0.429,	0.902,	7.00
15:31:15.57,	0.160,	-0.009,	0.294,	-0.100,	-0.680,	0.620,	0.035,	-0.032,	0.433,	0.900,	7.00
15:31:15.62,	0.150,	0.014,	0.296,	-0.080,	-0.650,	0.630,	0.034,	-0.031,	0.435,	0.899,	7.00
15:31:15.66,	0.148,	0.036,	0.294,	-0.050,	-0.620,	0.640,	0.033,	-0.030,	0.438,	0.898,	7.00
15:31:15.71,	0.139,	0.029,	0.297,	-0.020,	-0.630,	0.680,	0.032,	-0.030,	0.439,	0.897,	7.00
15:31:15.76,	0.134,	0.017,	0.297,	0.000,	-0.620,	0.690,	0.031,	-0.029,	0.442,	0.896,	7.00
15:31:15.80,	0.130,	0.006,	0.296,	0.000,	-0.580,	0.770,	0.031,	-0.029,	0.442,	0.896,	7.00
15:31:15.85,	0.121,	0.009,	0.297,	0.000,	-0.600,	0.810,	0.030,	-0.029,	0.445,	0.895,	7.00
15:31:15.89,	0.111,	0.019,	0.299,	0.000,	-0.590,	0.780,	0.030,	-0.029,	0.446,	0.894,	7.00
15:31:15.94,	0.103,	0.034,	0.303,	0.010,	-0.550,	0.750,	0.029,	-0.029,	0.446,	0.894,	7.00
15:31:15.99,	0.100,	0.038,	0.302,	0.050,	-0.520,	0.730,	0.028,	-0.029,	0.449,	0.893,	7.00
15:31:16.03,	0.103,	0.027,	0.301,	0.040,	-0.520,	0.690,	0.027,	-0.028,	0.452,	0.891,	7.00
15:31:16.08,	0.103,	0.008,	0.299,	0.050,	-0.510,	0.650,	0.027,	-0.028,	0.457,	0.889,	7.00
15:31:16.13,	0.098,	0.000,	0.296,	0.030,	-0.510,	0.620,	0.027,	-0.029,	0.460,	0.887,	7.00
15:31:16.18,	0.091,	-0.007,	0.299,	0.010,	-0.500,	0.600,	0.026,	-0.029,	0.462,	0.886,	7.00
15:31:16.22,	0.090,	0.001,	0.297,	0.030,	-0.470,	0.600,	0.026,	-0.029,	0.462,	0.886,	7.00
15:31:16.27,	0.088,	0.006,	0.297,	0.020,	-0.470,	0.580,	0.026,	-0.029,	0.465,	0.885,	7.00
15:31:16.32,	0.090,	0.007,	0.294,	0.010,	-0.480,	0.530,	0.026,	-0.029,	0.468,	0.883,	7.00
15:31:16.36,	0.090,	-0.010,	0.296,	0.010,	-0.450,	0.450,	0.026,	-0.029,	0.470,	0.882,	7.00
15:31:16.41,	0.094,	-0.031,	0.292,	0.000,	-0.470,	0.400,	0.026,	-0.030,	0.472,	0.881,	7.00
15:31:16.45,	0.098,	-0.047,	0.288,	0.000,	-0.460,	0.390,	0.026,	-0.031,	0.474,	0.880,	7.00
15:31:16.50,	0.092,	-0.056,	0.290,	-0.050,	-0.460,	0.380,	0.027,	-0.032,	0.477,	0.878,	7.00
15:31:16.54,	0.088,	-0.053,	0.287,	-0.080,	-0.430,	0.350,	0.027,	-0.033,	0.478,	0.877,	7.00
15:31:16.59,	0.089,	-0.052,	0.288,	-0.080,	-0.430,	0.340,	0.027,	-0.033,	0.483,	0.875,	7.00
15:31:16.64,	0.096,	-0.052,	0.287,	-0.100,	-0.440,	0.290,	0.028,	-0.034,	0.487,	0.872,	7.00
15:31:16.68,	0.096,	-0.068,	0.282,	-0.110,	-0.450,	0.280,	0.028,	-0.035,	0.492,	0.870,	7.00
15:31:16.73,	0.092,	-0.087,	0.282,	-0.130,	-0.450,	0.210,	0.029,	-0.036,	0.493,	0.869,	7.00
15:31:16.78,	0.093,	-0.110,	0.280,	-0.180,	-0.440,	0.170,	0.030,	-0.038,	0.496,	0.867,	7.00
15:31:16.82,	0.092,	-0.124,	0.280,	-0.220,	-0.430,	0.050,	0.030,	-0.039,	0.498,	0.866,	7.00
15:31:16.86,	0.092,	-0.121,	0.277,	-0.270,	-0.420,	0.010,	0.031,	-0.041,	0.502,	0.864,	7.00
15:31:16.91,	0.090,	-0.114,	0.277,	-0.300,	-0.400,	0.000,	0.032,	-0.042,	0.505,	0.862,	7.00
15:31:16.96,	0.092,	-0.116,	0.274,	-0.340,	-0.400,	-0.120,	0.032,	-0.043,	0.507,	0.860,	7.00
15:31:17.00,	0.093,	-0.131,	0.274,	-0.350,	-0.400,	-0.150,	0.033,	-0.044,	0.510,	0.859,	7.00
15:31:17.05,	0.089,	-0.152,	0.271,	-0.400,	-0.380,	-0.220,	0.033,	-0.046,	0.513,	0.857,	7.00
15:31:17.10,	0.083,	-0.171,	0.270,	-0.460,	-0.390,	-0.330,	0.034,	-0.048,	0.516,	0.855,	7.00
15:31:17.14,	0.082,	-0.181,	0.269,	-0.500,	-0.370,	-0.420,	0.035,	-0.050,	0.520,	0.852,	7.00
15:31:17.19,	0.078,	-0.178,	0.270,	-0.570,	-0.350,	-0.550,	0.035,	-0.051,	0.524,	0.850,	7.00
15:31:17.24,	0.076,	-0.170,	0.267,	-0.610,	-0.350,	-0.650,	0.036,	-0.053,	0.528,	0.847,	7.00
15:31:17.28,	0.078,	-0.167,	0.266,	-0.630,	-0.320,	-0.730,	0.036,	-0.054,	0.531,	0.845,	7.00
15:31:17.32,	0.068,	-0.178,	0.266,	-0.650,	-0.310,	-0.800,	0.036,	-0.055,	0.535,	0.843,	7.00
15:31:17.37,	0.059,	-0.184,	0.267,	-0.680,	-0.280,	-0.890,	0.036,	-0.057,	0.537,	0.841,	7.00
15:31:17.42,	0.054,	-0.188,	0.263,	-0.700,	-0.280,	-0.960,	0.036,	-0.058,	0.539,	0.840,	7.00
15:31:17.46,	0.053,	-0.188,	0.261,	-0.750,	-0.260,	-1.040,	0.036,	-0.059,	0.542,	0.838,	7.00
15:31:17.50,	0.049,	-0.186,	0.262,	-0.780,	-0.220,	-1.160,	0.036,	-0.060,	0.546,	0.835,	7.00
15:31:17.55,	0.040,	-0.182,	0.261,	-0.800,	-0.230,	-1.320,	0.035,	-0.061,	0.549,	0.833,	7.00
15:31:17.60,	0.027,	-0.170,	0.262,	-0.840,	-0.180,	-1.440,	0.034,	-0.062,	0.553,	0.830,	7.00
15:31:17.64,	0.018,	-0.152,	0.264,	-0.840,	-0.140,	-1.520,	0.033,	-0.062,	0.558,	0.827,	7.00
15:31:17.72,	0.017,	-0.141,	0.262,	-0.810,	-0.070,	-1.630,	0.031,	-0.062,	0.563,	0.823,	7.00
15:31:17.77,	0.019,	-0.146,	0.257,	-0.790,	-0.090,	-1.640,	0.030,	-0.063,	0.568,	0.820,	7.00
15:31:17.81,	0.004,	-0.144,	0.258,	-0.780,	-0.060,	-1.750,	0.029,	-0.063,	0.573,	0.816,	7.00
15:31:17.86,	-0.023,	-0.139,	0.262,	-0.820,	-0.040,	-1.880,	0.028,	-0.063,	0.577,	0.814,	7.00
15:31:17.91,	-0.024,	-0.109,	0.263,	-0.820,	0.000,	-1.960,	0.026,	-0.063,	0.582,	0.811,	7.00
15:31:17.95,	-0.020,	-0.082,	0.262,	-0.790,	0.020,	-2.040,	0.025,	-0.063,	0.585,	0.808,	7.00
15:31:17.99,	-0.027,	-0.060,	0.261,	-0.730,	0.060,	-2.080,	0.023,	-0.062,	0.591,	0.804,	7.00
15:31:18.04,	-0.043,	-0.057,	0.264,	-0.710,	0.070,	-2.080,	0.021,	-0.062,	0.595,	0.801,	7.00
15:31:18.08,	-0.048,	-0.054,	0.264,	-0.670,	0.130,	-2.010,	0.020,	-0.061,	0.599,	0.798,	7.00
15:31:18.13,	-0.041,	-0.036,	0.259,	-0.650,	0.150,	-1.990,	0.018,	-0.061,	0.604,	0.795,	7.00
15:31:18.18,	-0.047,	-0.007,	0.262,	-0.590,	0.150,	-1.920,	0.016,	-0.060,	0.609,	0.791,	7.00
15:31:18.23,	-0.066,	0.017,	0.264,	-0.550,	0.190,	-1.840,	0.013,	-0.059,	0.614,	0.787,	7.00
15:31:18.27,	-0.071,	0.030,	0.266,	-0.500,	0.220,	-1.850,	0.011,	-0.058,	0.617,	0.784,	7.00
15:31:18.32,	-0.069,	0.048,	0.263,	-0.460,	0.270,	-1.800,	0.009,	-0.057,	0.622,	0.781,	7.00
15:31:18.36,	-0.070,	0.069,	0.262,	-0.380,	0.310,	-1.800,	0.006,	-0.056,	0.626,	0.778,	7.00
15:31:18.41,	-0.072,	0.083,	0.266,	-0.340,	0.320,	-1.730,	0.004,	-0.054,	0.631,	0.774,	7.00
15:31:18.46,	-0.070,	0.097,	0.264,	-0.250,	0.340,	-1.590,	0.001,	-0.053,	0.635,	0.771,	7.00
15:31:18.50,	-0.068,	0.114,	0.264,	-0.160,	0.400,	-1.400,	-0.001,	-0.052,	0.639,	0.767,	7.00
15:31:18.55,	-0.077,	0.130,	0.266,	-0.090,	0.380,	-1.280,	-0.004,	-0.050,	0.644,	0.763,	7.00
15:31:18.59,	-0.091,	0.143,	0.269,	-0.030,	0.420,	-1.200,	-0.007,	-0.048,	0.648,	0.760,	7.00
15:31:18.64,	-0.086,	0.156,	0.269,	0.050,	0.420,	-1.150,	-0.010,	-0.046,	0.653,	0.756,	7.00
15:31:18.69,	-0.080,	0.166,	0.267,	0.110,	0.450,	-1.140,	-0.012,	-0.044,	0.656,	0.753,	7.00
15:31:18.74,	-0.086,	0.172,	0.269,	0.140,	0.470,	-1.110,	-0.014,	-0.042,	0.661,	0.749,	7.00
15:31:18.79,	-0.084,	0.180,	0.268,	0.270,	0.470,	-1.080,	-0.016,	-0.040,	0.666,	0.745,	6.00
15:31:18.83,	-0.072,	0.183,	0.264,	0.310,	0.440,	-0.920,	-0.017,	-0.037,	0.670,	0.741,	6.00
15:31:18.88,	-0.070,	0.191,	0.261,	0.370,	0.440,	-0.780,	-0.018,	-0.036,	0.677,	0.734,	6.00
15:31:18.92,	-0.079,	0.200,	0.267,	0.430,	0.410,	-0.650,	-0.019,	-0.034,	0.685,	0.727,	6.00
15:31:18.97,	-0.082,	0.204,	0.267,	0.490,	0.450,	-0.610,	-0.020,	-0.033,	0.692,	0.721,	6.00
15:31:19.02,	-0.068,	0.210,	0.262,	0.520,	0.430,	-0.600,	-0.020,	-0.031,	0.701,	0.713,	6.00
15:31:19.06,	-0.064,	0.204,	0.261,	0.540,	0.380,	-0.590,	-0.020,	-0.030,	0.707,	0.706,	6.00
15:31:19.11,	-0.068,	0.194,	0.258,	0.570,	0.410,	-0.540,	-0.020,	-0.029,	0.715,	0.699,	6.00
15:31:19.15,	-0.061,	0.190,	0.259,	0.590,	0.390,	-0.500,	-0.020,	-0.028,	0.723,	0.690,	6.00
15:31:19.20,	-0.051,	0.187,	0.252,	0.610,	0.370,	-0.420,	-0.019,	-0.027,	0.726,	0.687,	6.00
15:31:19.25,	-0.051,	0.192,	0.252,	0.650,	0.340,	-0.230,	-0.019,	-0.026,	0.733,	0.679,	6.00
15:31:19.29,	-0.052,	0.192,	0.253,	0.670,	0.350,	-0.130,	-0.018,	-0.025,	0.740,	0.672,	6.00
15:31:19.34,	-0.049,	0.187,	0.251,	0.660,	0.310,	-0.090,	-0.017,	-0.025,	0.747,	0.664,	6.00
15:31:19.38,	-0.040,	0.171,	0.246,	0.670,	0.290,	-0.090,	-0.016,	-0.024,	0.754,	0.656,	6.00
15:31:19.43,	-0.036,	0.158,	0.243,	0.660,	0.260,	-0.010,	-0.015,	-0.024,	0.760,	0.649,	6.00
15:31:19.47,	-0.028,	0.151,	0.240,	0.650,	0.240,	0.050,	-0.014,	-0.024,	0.767,	0.641,	6.00
15:31:19.52,	-0.027,	0.149,	0.237,	0.670,	0.240,	0.230,	-0.013,	-0.024,	0.773,	0.633,	6.00
15:31:19.57,	-0.027,	0.150,	0.240,	0.680,	0.220,	0.350,	-0.012,	-0.023,	0.781,	0.624,	6.00
15:31:19.61,	-0.020,	0.150,	0.237,	0.700,	0.200,	0.610,	-0.011,	-0.023,	0.787,	0.616,	6.00
15:31:19.66,	-0.008,	0.149,	0.233,	0.720,	0.170,	0.750,	-0.010,	-0.022,	0.794,	0.608,	6.00
15:31:19.70,	-0.003,	0.143,	0.230,	0.710,	0.150,	0.820,	-0.009,	-0.022,	0.800,	0.599,	6.00
15:31:19.75,	-0.003,	0.138,	0.228,	0.710,	0.150,	0.840,	-0.008,	-0.021,	0.803,	0.596,	6.00
15:31:19.80,	0.004,	0.136,	0.221,	0.690,	0.150,	0.870,	-0.007,	-0.021,	0.809,	0.588,	6.00
15:31:19.85,	0.021,	0.140,	0.216,	0.670,	0.110,	0.890,	-0.006,	-0.020,	0.815,	0.580,	6.00
15:31:19.90,	0.024,	0.147,	0.212,	0.700,	0.100,	0.890,	-0.005,	-0.019,	0.820,	0.571,	6.00
15:31:19.95,	0.028,	0.156,	0.214,	0.710,	0.050,	0.920,	-0.004,	-0.018,	0.826,	0.563,	6.00
15:31:19.99,	0.046,	0.177,	0.207,	0.720,	0.040,	0.910,	-0.004,	-0.017,	0.832,	0.555,	6.00
15:31:20.03,	0.059,	0.191,	0.201,	0.730,	0.000,	0.890,	-0.004,	-0.015,	0.836,	0.548,	6.00
15:31:20.08,	0.069,	0.193,	0.197,	0.730,	0.000,	0.860,	-0.003,	-0.014,	0.841,	0.540,	6.00
15:31:20.12,	0.084,	0.188,	0.194,	0.740,	-0.030,	0.810,	-0.003,	-0.012,	0.845,	0.534,	6.00
15:31:20.17,	0.096,	0.198,	0.190,	0.750,	-0.060,	0.710,	-0.002,	-0.010,	0.851,	0.525,	6.00
15:31:20.22,	0.112,	0.227,	0.182,	0.750,	-0.110,	0.620,	-0.002,	-0.008,	0.854,	0.520,	6.00
15:31:20.26,	0.130,	0.270,	0.177,	0.770,	-0.150,	0.600,	-0.003,	-0.005,	0.859,	0.513,	6.00
15:31:20.31,	0.147,	0.287,	0.172,	0.810,	-0.170,	0.580,	-0.003,	-0.002,	0.862,	0.506,	6.00
15:31:20.35,	0.158,	0.286,	0.166,	0.890,	-0.240,	0.630,	-0.003,	-0.000,	0.864,	0.504,	6.00
15:31:20.40,	0.163,	0.271,	0.163,	0.900,	-0.270,	0.710,	-0.003,	0.002,	0.868,	0.497,	6.00
15:31:20.44,	0.184,	0.262,	0.153,	0.880,	-0.320,	0.720,	-0.002,	0.004,	0.872,	0.490,	6.00
15:31:20.49,	0.201,	0.278,	0.151,	0.890,	-0.360,	0.740,	-0.002,	0.006,	0.876,	0.483,	6.00
15:31:20.54,	0.210,	0.321,	0.147,	0.900,	-0.410,	0.720,	-0.002,	0.009,	0.880,	0.475,	6.00
15:31:20.58,	0.220,	0.351,	0.140,	0.950,	-0.440,	0.660,	-0.003,	0.011,	0.883,	0.469,	6.00
15:31:20.63,	0.238,	0.350,	0.136,	1.000,	-0.500,	0.710,	-0.003,	0.013,	0.886,	0.463,	6.00
15:31:20.68,	0.244,	0.322,	0.129,	1.000,	-0.530,	0.680,	-0.002,	0.015,	0.889,	0.457,	6.00
15:31:20.73,	0.251,	0.299,	0.122,	0.990,	-0.550,	0.740,	-0.001,	0.017,	0.893,	0.451,	6.00
15:31:20.77,	0.258,	0.307,	0.119,	0.980,	-0.600,	0.760,	-0.000,	0.018,	0.895,	0.445,	6.00
15:31:20.82,	0.263,	0.324,	0.113,	1.000,	-0.620,	0.790,	0.000,	0.019,	0.899,	0.438,	7.00
15:31:20.87,	0.269,	0.333,	0.110,	1.000,	-0.660,	0.740,	0.000,	0.021,	0.901,	0.433,	7.00
15:31:20.91,	0.273,	0.324,	0.108,	0.990,	-0.680,	0.650,	0.001,	0.022,	0.904,	0.427,	7.00
15:31:20.96,	0.270,	0.304,	0.102,	1.000,	-0.710,	0.500,	0.001,	0.023,	0.905,	0.425,	7.00
15:31:21.00,	0.263,	0.290,	0.098,	0.960,	-0.730,	0.400,	0.002,	0.023,	0.907,	0.421,	7.00
15:31:21.04,	0.262,	0.273,	0.098,	0.950,	-0.730,	0.310,	0.003,	0.023,	0.909,	0.416,	7.00
15:31:21.09,	0.261,	0.263,	0.093,	0.930,	-0.750,	0.250,	0.003,	0.023,	0.911,	0.412,	7.00
15:31:21.13,	0.257,	0.247,	0.092,	0.900,	-0.750,	0.240,	0.004,	0.023,	0.913,	0.407,	7.00
15:31:21.18,	0.247,	0.234,	0.091,	0.870,	-0.730,	0.180,	0.005,	0.023,	0.915,	0.402,	7.00
15:31:21.23,	0.240,	0.224,	0.087,	0.840,	-0.750,	0.080,	0.006,	0.022,	0.917,	0.398,	7.00
15:31:21.28,	0.231,	0.210,	0.086,	0.820,	-0.750,	0.010,	0.007,	0.022,	0.919,	0.393,	7.00
15:31:21.32,	0.221,	0.194,	0.084,	0.780,	-0.750,	-0.110,	0.008,	0.021,	0.920,	0.390,	7.00
15:31:21.37,	0.209,	0.177,	0.081,	0.750,	-0.760,	-0.190,	0.009,	0.020,	0.921,	0.388,	7.00
15:31:21.41,	0.199,	0.149,	0.080,	0.700,	-0.740,	-0.280,	0.010,	0.019,	0.922,	0.387,	7.00
15:31:21.46,	0.186,	0.124,	0.077,	0.660,	-0.720,	-0.310,	0.012,	0.018,	0.923,	0.383,	7.00
15:31:21.51,	0.173,	0.101,	0.076,	0.590,	-0.720,	-0.340,	0.013,	0.016,	0.925,	0.380,	7.00
15:31:21.56,	0.168,	0.098,	0.072,	0.580,	-0.690,	-0.350,	0.014,	0.015,	0.926,	0.376,	7.00
15:31:21.60,	0.151,	0.090,	0.071,	0.540,	-0.670,	-0.350,	0.015,	0.014,	0.928,	0.373,	7.00
15:31:21.64,	0.139,	0.073,	0.072,	0.520,	-0.660,	-0.400,	0.016,	0.013,	0.929,	0.370,	7.00
15:31:21.69,	0.128,	0.043,	0.070,	0.470,	-0.630,	-0.410,	0.018,	0.011,	0.930,	0.368,	7.00
15:31:21.74,	0.118,	0.020,	0.069,	0.410,	-0.620,	-0.490,	0.020,	0.009,	0.931,	0.365,	7.00
15:31:21.79,	0.100,	0.008,	0.069,	0.350,	-0.590,	-0.520,	0.021,	0.008,	0.931,	0.363,	7.00
15:31:21.83,	0.094,	0.003,	0.068,	0.320,	-0.580,	-0.540,	0.023,	0.006,	0.932,	0.361,	7.00
15:31:21.88,	0.092,	0.001,	0.063,	0.280,	-0.550,	-0.500,	0.024,	0.005,	0.933,	0.360,	7.00
15:31:21.92,	0.087,	-0.012,	0.060,	0.270,	-0.540,	-0.530,	0.025,	0.003,	0.933,	0.359,	7.00
15:31:21.97,	0.077,	-0.026,	0.060,	0.240,	-0.520,	-0.520,	0.027,	0.002,	0.934,	0.357,	7.00
15:31:22.01,	0.068,	-0.039,	0.060,	0.190,	-0.520,	-0.520,	0.028,	0.000,	0.934,	0.356,	7.00
15:31:22.06,	0.066,	-0.038,	0.058,	0.130,	-0.480,	-0.600,	0.029,	-0.001,	0.935,	0.355,	7.00
15:31:22.11,	0.057,	-0.046,	0.054,	0.110,	-0.460,	-0.660,	0.031,	-0.002,	0.935,	0.353,	7.00
15:31:22.15,	0.054,	-0.050,	0.053,	0.050,	-0.440,	-0.710,	0.032,	-0.004,	0.935,	0.353,	7.00
15:31:22.20,	0.059,	-0.061,	0.048,	0.030,	-0.440,	-0.790,	0.033,	-0.005,	0.935,	0.352,	7.00
15:31:22.24,	0.062,	-0.058,	0.044,	0.000,	-0.430,	-0.810,	0.034,	-0.006,	0.936,	0.351,	7.00
15:31:22.29,	0.060,	-0.053,	0.041,	-0.040,	-0.400,	-0.840,	0.035,	-0.007,	0.936,	0.351,	7.00
15:31:22.37,	0.057,	-0.051,	0.039,	-0.080,	-0.400,	-1.010,	0.037,	-0.008,	0.936,	0.349,	7.00
15:31:22.42,	0.059,	-0.056,	0.034,	-0.120,	-0.390,	-1.090,	0.038,	-0.009,	0.937,	0.348,	7.00
15:31:22.46,	0.057,	-0.059,	0.029,	-0.170,	-0.390,	-1.230,	0.038,	-0.009,	0.937,	0.348,	7.00
15:31:22.51,	0.060,	-0.060,	0.028,	-0.190,	-0.360,	-1.370,	0.039,	-0.010,	0.937,	0.347,	7.00
15:31:22.56,	0.061,	-0.053,	0.026,	-0.210,	-0.370,	-1.440,	0.040,	-0.011,	0.937,	0.348,	7.00
15:31:22.61,	0.069,	-0.041,	0.019,	-0.230,	-0.360,	-1.540,	0.040,	-0.011,	0.937,	0.347,	7.00
15:31:22.66,	0.069,	-0.031,	0.018,	-0.260,	-0.370,	-1.560,	0.041,	-0.011,	0.937,	0.346,	7.00
15:31:22.70,	0.067,	-0.032,	0.018,	-0.260,	-0.390,	-1.570,	0.041,	-0.011,	0.937,	0.346,	7.00
15:31:22.75,	0.064,	-0.037,	0.014,	-0.270,	-0.360,	-1.590,	0.041,	-0.011,	0.937,	0.345,	7.00
15:31:22.80,	0.061,	-0.038,	0.013,	-0.260,	-0.350,	-1.600,	0.041,	-0.012,	0.938,	0.345,	7.00
15:31:22.84,	0.054,	-0.034,	0.012,	-0.280,	-0.370,	-1.690,	0.041,	-0.012,	0.938,	0.345,	7.00
15:31:22.89,	0.053,	-0.027,	0.011,	-0.280,	-0.350,	-1.750,	0.041,	-0.013,	0.938,	0.344,	7.00
15:31:22.93,	0.052,	-0.027,	0.009,	-0.300,	-0.330,	-1.810,	0.041,	-0.013,	0.938,	0.344,	7.00
15:31:22.98,	0.041,	-0.026,	0.008,	-0.290,	-0.300,	-1.860,	0.040,	-0.013,	0.938,	0.344,	7.00
15:31:23.03,	0.039,	-0.028,	0.011,	-0.300,	-0.310,	-1.860,	0.040,	-0.014,	0.936,	0.350,	7.00
15:31:23.07,	0.037,	-0.029,	0.008,	-0.290,	-0.300,	-1.900,	0.040,	-0.015,	0.936,	0.350,	7.00
15:31:23.12,	0.028,	-0.028,	0.007,	-0.320,	-0.310,	-1.860,	0.040,	-0.015,	0.936,	0.350,	7.00
15:31:23.17,	0.009,	-0.032,	0.010,	-0.320,	-0.270,	-1.840,	0.040,	-0.016,	0.936,	0.350,	7.00
15:31:23.21,	0.001,	-0.029,	0.010,	-0.300,	-0.240,	-1.880,	0.039,	-0.017,	0.936,	0.350,	7.00
15:31:23.27,	-0.001,	-0.033,	0.011,	-0.300,	-0.250,	-1.940,	0.039,	-0.018,	0.936,	0.350,	7.00
15:31:23.32,	-0.014,	-0.037,	0.010,	-0.330,	-0.230,	-1.970,	0.039,	-0.019,	0.936,	0.350,	7.00
15:31:23.36,	-0.033,	-0.048,	0.012,	-0.320,	-0.210,	-2.020,	0.039,	-0.021,	0.933,	0.357,	7.00
15:31:23.41,	-0.041,	-0.053,	0.017,	-0.340,	-0.160,	-1.990,	0.039,	-0.022,	0.933,	0.357,	7.00
15:31:23.45,	-0.058,	-0.056,	0.016,	-0.350,	-0.110,	-1.950,	0.039,	-0.024,	0.933,	0.357,	7.00
15:31:23.50,	-0.068,	-0.056,	0.017,	-0.360,	-0.080,	-1.890,	0.039,	-0.026,	0.933,	0.357,	7.00
15:31:23.55,	-0.084,	-0.060,	0.018,	-0.370,	-0.040,	-1.820,	0.039,	-0.028,	0.933,	0.356,	7.00
15:31:23.59,	-0.098,	-0.069,	0.021,	-0.390,	0.000,	-1.800,	0.039,	-0.032,	0.930,	0.365,	7.00
15:31:23.64,	-0.114,	-0.080,	0.023,	-0.390,	0.050,	-1.750,	0.039,	-0.034,	0.926,	0.374,	7.00
15:31:23.68,	-0.132,	-0.091,	0.027,	-0.420,	0.120,	-1.680,	0.039,	-0.038,	0.926,	0.373,	7.00
15:31:23.73,	-0.146,	-0.094,	0.028,	-0.430,	0.150,	-1.620,	0.039,	-0.041,	0.926,	0.373,	7.00
15:31:23.78,	-0.169,	-0.097,	0.030,	-0.470,	0.210,	-1.540,	0.038,	-0.044,	0.926,	0.372,	7.00
15:31:23.83,	-0.189,	-0.101,	0.030,	-0.470,	0.290,	-1.460,	0.038,	-0.048,	0.926,	0.372,	7.00
15:31:23.87,	-0.208,	-0.113,	0.033,	-0.440,	0.380,	-1.300,	0.037,	-0.051,	0.924,	0.378,	7.00
15:31:23.92,	-0.216,	-0.129,	0.032,	-0.470,	0.450,	-1.190,	0.037,	-0.056,	0.920,	0.385,	7.00
15:31:23.96,	-0.222,	-0.137,	0.032,	-0.500,	0.480,	-1.060,	0.036,	-0.060,	0.916,	0.394,	7.00
15:31:24.01,	-0.242,	-0.142,	0.036,	-0.520,	0.550,	-0.920,	0.035,	-0.063,	0.913,	0.402,	7.00
15:31:24.05,	-0.272,	-0.142,	0.041,	-0.510,	0.610,	-0.810,	0.034,	-0.066,	0.910,	0.409,	7.00
15:31:24.10,	-0.284,	-0.139,	0.041,	-0.490,	0.690,	-0.680,	0.033,	-0.069,	0.906,	0.416,	7.00
15:31:24.15,	-0.289,	-0.152,	0.040,	-0.490,	0.710,	-0.520,	0.032,	-0.071,	0.904,	0.421,	7.00
15:31:24.19,	-0.299,	-0.167,	0.042,	-0.490,	0.750,	-0.400,	0.031,	-0.074,	0.902,	0.425,	7.00
15:31:24.24,	-0.308,	-0.179,	0.041,	-0.480,	0.800,	-0.250,	0.031,	-0.075,	0.899,	0.430,	7.00
15:31:24.28,	-0.316,	-0.172,	0.043,	-0.500,	0.790,	-0.110,	0.030,	-0.076,	0.898,	0.433,	7.00
15:31:24.33,	-0.321,	-0.160,	0.042,	-0.480,	0.830,	0.000,	0.029,	-0.078,	0.896,	0.437,	7.00
15:31:24.38,	-0.330,	-0.163,	0.040,	-0.470,	0.850,	0.120,	0.029,	-0.079,	0.894,	0.440,	7.00
15:31:24.43,	-0.336,	-0.181,	0.039,	-0.480,	0.870,	0.130,	0.028,	-0.080,	0.894,	0.440,	7.00
15:31:24.48,	-0.338,	-0.186,	0.039,	-0.480,	0.890,	0.190,	0.028,	-0.081,	0.893,	0.442,	7.00
15:31:24.52,	-0.339,	-0.181,	0.036,	-0.480,	0.940,	0.250,	0.028,	-0.082,	0.892,	0.443,	7.00
15:31:24.57,	-0.330,	-0.170,	0.032,	-0.470,	0.940,	0.290,	0.028,	-0.082,	0.891,	0.445,	7.00
15:31:24.62,	-0.320,	-0.159,	0.027,	-0.490,	0.930,	0.350,	0.027,	-0.083,	0.891,	0.445,	7.00
15:31:24.66,	-0.319,	-0.158,	0.028,	-0.460,	0.930,	0.430,	0.027,	-0.083,	0.891,	0.446,	7.00
15:31:24.71,	-0.326,	-0.168,	0.023,	-0.440,	0.940,	0.470,	0.027,	-0.083,	0.891,	0.445,	7.00
15:31:24.76,	-0.319,	-0.170,	0.022,	-0.470,	0.960,	0.530,	0.027,	-0.083,	0.892,	0.444,	7.00
15:31:24.80,	-0.309,	-0.168,	0.014,	-0.460,	0.940,	0.590,	0.028,	-0.083,	0.892,	0.443,	7.00
15:31:24.85,	-0.300,	-0.153,	0.010,	-0.440,	0.920,	0.600,	0.028,	-0.082,	0.893,	0.442,	7.00
15:31:24.90,	-0.290,	-0.148,	0.007,	-0.430,	0.940,	0.630,	0.028,	-0.081,	0.895,	0.438,	6.00
15:31:24.94,	-0.280,	-0.148,	-0.002,	-0.420,	0.910,	0.720,	0.029,	-0.081,	0.897,	0.434,	6.00
